BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,MAIN_ADDRESS,SUBLOCALITY
Compass,Co-op for sale,725000,2,2,2184.207862,"35-56 77th St Unit 41Queens, NY 11372",Queens
Compass,Co-op for sale,1595000,2,2,2184.207862,"210 Riverside Dr Apt 6BManhattan, NY 10025",New York
Compass,Condo for sale,2200000,2,2,2035,"15 E 70th St Unit 1AManhattan, NY 10021",New York
Compass,Co-op for sale,169999,2,1,2184.207862,"112-30 Northern Blvd Unit 4GCorona, NY 11368",Queens
Compass,Co-op for sale,900000,2,2,2184.207862,"2166 Broadway Apt 11FManhattan, NY 10024",New York
Compass,Co-op for sale,694000,2,1,2184.207862,"345 Montgomery St Apt 4NBrooklyn, NY 11225",Brooklyn
Compass,Condo for sale,2995000,2,2,1452,"120 E 87th St Apt R26BManhattan, NY 10128",New York
Compass,Co-op for sale,375000,2,1,2184.207862,"5900 Arlington Ave Apt 10HBronx, NY 10471",Bronx County
Compass,Co-op for sale,749000,2,1,2184.207862,"314 E 41st St Apt 702BManhattan, NY 10017",New York
Compass,Co-op for sale,3395000,2,2,1525,"2 Charlton St Unit 1ABManhattan, NY 10014",New York
Compass,Co-op for sale,1950000,2,2,2184.207862,"350 Bleecker St Unit 3WXManhattan, NY 10014",New York
Compass,Pending,499000,2,2,1358,"7272 Royce Pl Unit G1-9Brooklyn, NY 11234",Brooklyn
Compass,Co-op for sale,1300000,2,2,2184.207862,"425 W 24th St Unit 3GFManhattan, NY 10011",New York
Compass,Co-op for sale,1775000,2,2,2184.207862,"261 W 71st St Apt 1Manhattan, NY 10023",New York
Compass,Condo for sale,1700000,2,2,1135,"2 Cornelia St Apt 203Manhattan, NY 10014",New York
Compass,Condo for sale,1225000,2,2,1050,"159 W 53rd St Apt 36BManhattan, NY 10019",New York
Compass,Co-op for sale,1895000,2,2,2184.207862,"905 Union St Apt 1Brooklyn, NY 11215",Brooklyn
Compass,Condo for sale,2500000,2,2,1111,"49 N 8th St Apt 6EBrooklyn, NY 11249",Brooklyn
Compass,Condo for sale,780000,2,2,847,"158-16 79th Ave Unit 205NQueens, NY 11366",Queens
Compass,Co-op for sale,789000,2,1,2184.207862,"400 E 77th St Apt 4EManhattan, NY 10075",New York
Compass,Co-op for sale,499000,2,1,900,"7901 4th Ave Apt E22Brooklyn, NY 11209",Brooklyn
Compass,Condo for sale,1395000,2,2,1065,"5-49 Borden Ave Unit 8GQueens, NY 11101",Queens
Compass,Pending,700000,2,2,1110,"1769 E 13th St Apt 6BBrooklyn, NY 11229",Brooklyn
Compass,Co-op for sale,700000,2,1,900,"315 E 70th St Apt 9DManhattan, NY 10021",New York
Compass,Condo for sale,2200000,2,2,1308,"32 E 76th St Apt 805Manhattan, NY 10021",New York
Compass,Co-op for sale,695000,2,2,2184.207862,"575 Park Ave Unit 1101Manhattan, NY 10065",New York
Compass,Co-op for sale,825000,2,1,2184.207862,"250 W 103rd St Apt 7DManhattan, NY 10025",New York
Compass,Condo for sale,849000,2,1,720,"150 W 51st St Apt 808Manhattan, NY 10019",New York
Compass,Condo for sale,1250000,2,2,1434,"380 Lenox Ave Unit 4BManhattan, NY 10027",New York
Compass,Co-op for sale,2350000,2,2,2184.207862,"2 5th Ave Apt 4CManhattan, NY 10011",New York
Compass,Co-op for sale,1099500,2,1,2184.207862,"129 Barrow St Apt 2AManhattan, NY 10014",New York
Compass,Co-op for sale,275000,2,1,815,"800 Grand Concourse Apt GmsBronx, NY 10451",Bronx County
Compass,Condo for sale,1495000,2,2,1098,"84 Front St Apt 2BBrooklyn, NY 11201",Brooklyn
Compass,Co-op for sale,1295000,2,2,2184.207862,"71 E 77th St Apt 9CManhattan, NY 10075",New York
Compass,Co-op for sale,279000,2,1,2184.207862,"226-09 88 Ave Unit UpperQueens Village, NY 11427",Queens
Compass,Co-op for sale,1295000,2,2,2184.207862,"71 E 77th St Apt 9CManhattan, NY 10075",New York
Compass,Co-op for sale,2800000,2,2,2184.207862,"1088 Park Ave Unit 15CManhattan, NY 10128",New York
Compass,Condo for sale,1588000,2,2,1108,"30 W 61st St Apt 16DManhattan, NY 10023",New York
Compass,Co-op for sale,695000,2,2,2184.207862,"575 Park Ave Unit 1101Manhattan, NY 10065",New York
Compass,Co-op for sale,1395000,2,2,2184.207862,"45 E 72nd St Apt 8BManhattan, NY 10021",New York
Compass,Condo for sale,1395000,2,2,2184.207862,"233 E 86th St Apt 14CManhattan, NY 10028",New York
Compass,Co-op for sale,2995000,2,2,2184.207862,"10 Park Ave Ph 25AManhattan, NY 10016",New York
Compass,Condo for sale,2400000,2,2,1375,"12 E 88th St Apt 9CManhattan, NY 10128",New York
Compass,Co-op for sale,1425000,2,2,2184.207862,"124 Thompson St Unit 23/24Manhattan, NY 10012",New York
Compass,Condo for sale,4275000,2,2,2184.207862,"110 Central Park S Apt 5AManhattan, NY 10019",New York
Compass,Co-op for sale,899000,2,1,2184.207862,"345 W 55th St Apt 6BManhattan, NY 10019",New York
Compass,Condo for sale,2150000,2,2,1711,"243 W 60th St Apt 5FManhattan, NY 10023",New York
Compass,Co-op for sale,465000,2,2,2184.207862,"420 E 51st St Apt 10CManhattan, NY 10022",New York
Compass,Condo for sale,1225000,2,2,1050,"159 W 53rd St Apt 36BManhattan, NY 10019",New York
Compass,Condo for sale,1995000,2,2,1562,"223 W 80th St Apt 6Manhattan, NY 10024",New York
Compass,Co-op for sale,499000,2,1,2184.207862,"34-47 82nd St Unit 1Queens, NY 11372",Queens
Compass,Co-op for sale,895000,2,1,2184.207862,"55 E 65th St Apt 4AManhattan, NY 10065",New York
Compass,Co-op for sale,940000,2,1,2184.207862,"401 E 74th St Apt 14AManhattan, NY 10021",New York
Compass,Condo for sale,1395000,2,2,2184.207862,"233 E 86th St Apt 14CManhattan, NY 10028",New York
Compass,Co-op for sale,940000,2,1,2184.207862,"401 E 74th St Apt 14AManhattan, NY 10021",New York
Compass,Co-op for sale,1100000,2,1,2184.207862,"1209 8th Ave Apt 4RBrooklyn, NY 11215",Brooklyn
Compass,Co-op for sale,749000,2,1,1000,"402 E 74th St Apt 4BManhattan, NY 10021",New York
Compass,Co-op for sale,1200000,2,2,2184.207862,"64 E 94th St Apt 4EManhattan, NY 10128",New York
Compass,Co-op for sale,559000,2,1,2184.207862,"4523 Broadway Apt 7CManhattan, NY 10040",New York
Century Homes Realty Group Llc,Condo for sale,465000,2,2,708,"104-21 39th Ave Unit 212DCorona, NY 11368",Queens
Century Homes Realty Group Llc,Co-op for sale,210000,2,1,1000,"144-55 Melbourne Ave Unit 1HFlushing, NY 11367",Queens
Coldwell Banker American Homes,House for sale,779000,2,2,2184.207862,"1947 Hendrickson StBrooklyn, NY 11234",Kings County
Coldwell Banker American Homes,House for sale,399999,2,1,2184.207862,"320C Beach 101st StRockaway Park, NY 11694",Queens
Corcoran Brooklyn Heights,Condo for sale,1075000,2,2,1144,"1222 Putnam Ave # 4ABrooklyn, NY 11221",Brooklyn
Corcoran Brooklyn Heights,Pending,599999,2,2,2184.207862,"2601 E 24th St Apt 3BBrooklyn, NY 11235",Brooklyn
Corcoran Brooklyn Heights,Condo for sale,1075000,2,2,1144,"1222 Putnam Ave # 4ABrooklyn, NY 11221",Brooklyn
Corcoran Brooklyn Heights,Condo for sale,1300000,2,2,1100,"529 Court St Apt 406Brooklyn, NY 11231",Brooklyn
Corcoran Brooklyn Heights,Co-op for sale,1099000,2,1,2184.207862,"143 Lafayette Ave Apt 1ABrooklyn, NY 11238",Brooklyn
Corcoran Brooklyn Heights,Condo for sale,849000,2,2,937,"733 Ocean Pkwy # 7CBrooklyn, NY 11230",Brooklyn
Corcoran Brooklyn Heights,Condo for sale,750000,2,2,732,"109 Troutman St # 3BBrooklyn, NY 11206",Brooklyn
Corcoran Brooklyn Heights,Co-op for sale,699000,2,2,1400,"70 Lenox Rd Apt D2Brooklyn, NY 11226",Brooklyn
Corcoran Brooklyn Heights,Co-op for sale,650000,2,2,1200,"110-20 71st Rd Apt 708Queens, NY 11375",Queens
Corcoran Brooklyn Heights,Condo for sale,759000,2,2,1230,"2025 Ocean Ave # 6ABrooklyn, NY 11230",Brooklyn
Corcoran Brooklyn Heights,Condo for sale,759000,2,2,1230,"2025 Ocean Ave # 6ABrooklyn, NY 11230",Brooklyn
Corcoran Brooklyn Heights,Co-op for sale,440000,2,1,2184.207862,"1405 Prospect Pl Apt B11Brooklyn, NY 11213",Brooklyn
Corcoran Brooklyn Heights,Condo for sale,780000,2,2,825,"618 Avenue H # 5EBrooklyn, NY 11230",Kings County
Corcoran Chelsea/Flatiron,Co-op for sale,1995000,2,2,2184.207862,"8 E 83rd St # 8GNew York, NY 10028",New York
Corcoran Chelsea/Flatiron,Condo for sale,2800000,2,2,1412,"230 W 56th St Apt 62BNew York, NY 10019",Manhattan
Corcoran Chelsea/Flatiron,Co-op for sale,650000,2,1,1060,"860 W 181st St Apt 56New York, NY 10033",New York
Corcoran Chelsea/Flatiron,Co-op for sale,999995,2,1,2184.207862,"126 E 12th St Apt 6ANew York, NY 10003",New York
Corcoran Chelsea/Flatiron,Condo for sale,1500000,2,2,1334,"50 W 127th St # BNew York, NY 10027",New York
Corcoran Chelsea/Flatiron,Co-op for sale,1950000,2,2,960,"791 Greenwich St Apt 5New York, NY 10014",New York
Corcoran Chelsea/Flatiron,Co-op for sale,1450000,2,1,2184.207862,"79 Perry St # FNew York, NY 10014",New York
Corcoran Chelsea/Flatiron,Condo for sale,1095000,2,2,1200,"50 Pine St Apt 12SNew York, NY 10005",New York
Corcoran Chelsea/Flatiron,House for sale,2695000,2,2,1750,"12 W 18th St Apt 4ENew York, NY 10011",New York
Corcoran Chelsea/Flatiron,For sale,325000,2,1,2184.207862,"12 W 107th St Apt 2BNew York, NY 10025",New York
Corcoran Chelsea/Flatiron,Co-op for sale,1675000,2,2,1150,"315 W 23rd St Apt 9DNew York, NY 10011",New York
Corcoran Chelsea/Flatiron,Co-op for sale,1995000,2,2,2184.207862,"8 E 83rd St # 8GNew York, NY 10028",New York
Corcoran Chelsea/Flatiron,Condo for sale,549000,2,2,2184.207862,"247 MT Hope Pl Apt 1Bronx, NY 10457",Bronx County
Corcoran East Side,Co-op for sale,1995000,2,2,1200,"40 W 67th St Apt 8BNew York, NY 10023",New York
Corcoran East Side,Co-op for sale,887785,2,2,2184.207862,"575 Main St Apt 1602New York, NY 10044",Queens
Corcoran East Side,Condo for sale,1295000,2,2,1160,"1641 Third Ave Apt 3HNew York, NY 10128",New York
Corcoran East Side,Condo for sale,1100000,2,2,2184.207862,"77 W 55th St # 2AKNew York, NY 10019",New York
Corcoran East Side,Co-op for sale,1995000,2,2,1200,"40 W 67th St Apt 8BNew York, NY 10023",New York
Corcoran East Side,Condo for sale,1850000,2,2,1322,"40 Broad St Ph 3FNew York, NY 10004",New York
Corcoran East Side,Condo for sale,1375000,2,2,2184.207862,"400 E 90th St Ph ANew York, NY 10128",New York
Corcoran East Side,Co-op for sale,3370000,2,2,2184.207862,"20 E 9th St # 14JNew York, NY 10003",New York
Corcoran East Side,Co-op for sale,1495000,2,2,1350,"200 E 74th St Apt 6BNew York, NY 10021",New York
Corcoran East Side,Condo for sale,4780000,2,2,1882,"16 W 40th St Apt 25BNew York, NY 10018",New York
Corcoran East Side,Pending,1075000,2,2,955,"313 W 118th St Apt 3DNew York, NY 10026",New York
Corcoran East Side,Co-op for sale,6300000,2,2,2184.207862,"825 Fifth Ave Apt 12CNew York, NY 10065",New York
Corcoran East Side,Condo for sale,1795000,2,2,2184.207862,"230 Riverside Dr Apt 8ANew York, NY 10025",New York
Corcoran East Side,Townhouse for sale,4995000,2,2,2000,"51 Barrow StNew York, NY 10014",New York
Corcoran East Side,Co-op for sale,1890000,2,2,2184.207862,"45 E 72nd St Apt 11BNew York, NY 10021",New York
Corcoran East Side,Co-op for sale,2150000,2,2,2184.207862,"1035 Fifth Ave # 4DNew York, NY 10028",New York
Corcoran East Side,Co-op for sale,740000,2,1,2184.207862,"609 Columbus Ave Apt 18DNew York, NY 10024",New York
Corcoran East Side,Co-op for sale,1030000,2,2,1077,"217 E 96th St Apt 29CNew York, NY 10128",New York
Corcoran East Side,Condo for sale,925000,2,1,2184.207862,"200 Bowery Apt 2CNew York, NY 10012",New York
Corcoran East Side,Co-op for sale,740000,2,2,800,"609 Columbus Ave Apt 14CNew York, NY 10024",New York
Corcoran East Side,Co-op for sale,470000,2,1,2184.207862,"33-64 21st St Apt 5DQueens, NY 11106",Queens
Corcoran East Side,Condo for sale,4250000,2,2,1778,"15 Hudson Yards Apt 34ANew York, NY 10001",New York
Corcoran East Side,Co-op for sale,2700000,2,2,2184.207862,"43 Fifth Ave # 8NWNew York, NY 10003",New York
Corcoran East Side,Condo for sale,2095000,2,2,1600,"401 E 60th St Apt 17ANew York, NY 10022",New York
Corcoran East Side,Co-op for sale,1195000,2,2,2184.207862,"24 W 83rd St Apt 5RNew York, NY 10024",New York
Corcoran Park Avenue South,Condo for sale,795000,2,1,759,"215 E 80th St Apt 4FNew York, NY 10075",New York
Corcoran Park Avenue South,Co-op for sale,1195000,2,2,2184.207862,"25 W 13th St Apt 1ONNew York, NY 10011",New York
Corcoran Park Avenue South,Pending,825000,2,2,930,"41-18 27th St Apt 1ANew York, NY 11101",Queens
Corcoran Park Avenue South,Condo for sale,1150000,2,2,2184.207862,"90 William St Apt 16GNew York, NY 10038",New York
Corcoran Park Avenue South,Condo for sale,1950000,2,2,1000,"200 E 89th St Apt 42BNew York, NY 10128",New York
Corcoran Park Avenue South,Co-op for sale,1195000,2,2,650,"241 E 31st St # 2New York, NY 10016",New York
Corcoran Park Avenue South,Pending,700000,2,1,2184.207862,"248 E 7th St # 9/10New York, NY 10009",New York
Corcoran Park Avenue South,Condo for sale,1599000,2,2,1400,"1600 Broadway Apt 16GNew York, NY 10019",New York
Corcoran Park Avenue South,Condo for sale,1199000,2,1,1080,"9511 Shore Rd Apt 602Brooklyn, NY 11209",Brooklyn
Corcoran Park Avenue South,Co-op for sale,2199000,2,2,1770,"565 W End Ave Apt 11DNew York, NY 10024",New York
Corcoran Park Avenue South,Co-op for sale,2199000,2,2,1770,"565 W End Ave Apt 11DNew York, NY 10024",New York
Corcoran Park Slope,Pending,1995000,2,2,2184.207862,"246 Sherman StBrooklyn, NY 11218",Kings County
Corcoran Park Slope,House for sale,825000,2,2,1820,"1666 73rd StBrooklyn, NY 11204",Kings County
Corcoran Park Slope,Condo for sale,699000,2,2,1766,"124-11 Rockaway Beach Blvd # 1CQueens, NY 11694",Queens
Corcoran Park Slope,Co-op for sale,249000,2,1,830,"2547 W 2nd St Apt 2JBrooklyn, NY 11223",Brooklyn
Corcoran Park Slope,Condo for sale,1075000,2,2,2184.207862,"357 W 30th St # 5/6New York, NY 10001",New York
Corcoran Park Slope,Pending,1695000,2,2,1572,"633 Prospect Pl Apt 1Brooklyn, NY 11216",Brooklyn
Corcoran Park Slope,Pending,1395000,2,2,1028,"357 6th Ave Apt 1Brooklyn, NY 11215",Brooklyn
Corcoran Park Slope,Pending,1795000,2,2,2184.207862,"420 12th St Apt H1LBrooklyn, NY 11215",Brooklyn
Corcoran Park Slope,Condo for sale,1650000,2,2,1168,"162 S Portland Ave Unit 2Brooklyn, NY 11217",Brooklyn
Corcoran Park Slope,Co-op for sale,849000,2,1,800,"299 13th St Apt 3DBrooklyn, NY 11215",Brooklyn
Corcoran Park Slope,Co-op for sale,849000,2,1,800,"299 13th St Apt 3DBrooklyn, NY 11215",Brooklyn
Corcoran Soho,Pending,1775000,2,2,2184.207862,"21 Monroe Pl Apt 3FLBrooklyn, NY 11201",Brooklyn
Corcoran Soho,House for sale,6975000,2,2,3050,"200 Mercer St Apt 5ENew York, NY 10012",New York
Corcoran Soho,Pending,990000,2,2,960,"253 Tompkins Ave Apt 4BBrooklyn, NY 11216",Brooklyn
Corcoran Soho,House for sale,3498000,2,2,2046,"18 Leonard St Apt 6BNew York, NY 10013",New York
Corcoran Soho,Co-op for sale,400000,2,2,1150,"8 Magnolia Pl # 8Bronx, NY 10465",Bronx County
Corcoran Soho,Condo for sale,1700000,2,2,1580,"984 Bergen Residence St Apt 1Brooklyn, NY 11216",Brooklyn
Corcoran West Side,Co-op for sale,945000,2,1,2184.207862,"250 W 75th St Apt 4CNew York, NY 10023",New York
Corcoran West Side,Co-op for sale,759000,2,2,2184.207862,"3777 Independence Ave Apt 16MBronx, NY 10463",Bronx County
Corcoran West Side,Co-op for sale,1100000,2,1,980,"545 W End Ave Apt 8DNew York, NY 10024",New York
Corcoran West Side,Co-op for sale,2395000,2,2,1650,"320 E 57th St # ENew York, NY 10022",New York
Corcoran West Side,Co-op for sale,4150000,2,2,2184.207862,"875 Fifth Ave # 12BNew York, NY 10065",New York
Corcoran West Side,Condo for sale,2350000,2,2,1428,"88 Lexington Ave Apt 1602New York, NY 10016",New York
Corcoran West Side,Co-op for sale,4500000,2,2,1800,"65 Central Park W Apt 12BNew York, NY 10023",New York
Corcoran West Side,Co-op for sale,1195000,2,2,2184.207862,"444 E 84th St # 3GHNew York, NY 10028",New York
Corcoran Westside Columbus,Condo for sale,900000,2,2,951,"77 E 110th St Apt 5BNew York, NY 10029",New York
Corcoran Westside Columbus,Co-op for sale,260000,2,1,2184.207862,"515 W 135th St Apt 4CNew York, NY 10031",New York
Corcoran Westside Columbus,Condo for sale,3300000,2,2,1652,"303 E 77th St Ph CNew York, NY 10075",New York
Corcoran Westside Columbus,Condo for sale,950000,2,2,1033,"77 E 110th St Apt 7ANew York, NY 10029",New York
Corcoran Westside Columbus,House for sale,899000,2,1,1130,"529 W 42nd St Apt 6LNew York, NY 10036",New York
Corcoran Westside Columbus,Co-op for sale,280000,2,1,1050,"3000 Valentine Ave Apt 3BBronx, NY 10458",Bronx County
Corcoran Westside Columbus,Co-op for sale,220000,2,1,922,"3245 Perry Ave Apt 1FBronx, NY 10467",Bronx County
Corcoran Westside Columbus,Co-op for sale,1295000,2,2,2100,"28 Old Fulton St # ThfBrooklyn, NY 11201",Brooklyn
Corcoran Westside Columbus,Condo for sale,925000,2,2,1033,"77 E 110th St Apt 6ANew York, NY 10029",New York
Corcoran Westside Columbus,Co-op for sale,625000,2,1,2184.207862,"2790 Broadway Apt 5ANew York, NY 10025",New York
Corcoran Westside Columbus,Co-op for sale,1325000,2,2,1250,"260 W End Ave Apt 7ANew York, NY 10023",New York
Douglas Elliman,Co-op for sale,899999,2,1,2184.207862,"224 E 11th St Apt 22New York, NY 10003",New York
Douglas Elliman,Condo for sale,315000,2,2,1400,"2 E 55th St Unit 803New York, NY 10022",Manhattan
Douglas Elliman,Condo for sale,995000,2,2,1015,"2110 Frederick Douglass Blvd Apt 8DNew York, NY 10026",New York
Douglas Elliman,Co-op for sale,3250000,2,2,1300,"240 Centre St Unit 2MNew York, NY 10013",Manhattan
Douglas Elliman,Co-op for sale,995000,2,1,1000,"303 W 66th St Apt 20DWNew York, NY 10023",New York
Douglas Elliman,Co-op for sale,1395000,2,1,2184.207862,"258 Broadway Apt 3DNew York, NY 10007",New York
Douglas Elliman,Co-op for sale,3750000,2,2,2300,"45 Crosby St Apt 4SNew York, NY 10012",New York
Douglas Elliman,Co-op for sale,2300000,2,2,1600,"242 E 7th St Unit PhNew York, NY 10009",New York
Douglas Elliman,Co-op for sale,1500000,2,2,1600,"33 W 67th St Unit 4RWNew York, NY 10023",New York
Douglas Elliman,Condo for sale,1650000,2,2,1267,"473 Hicks St Apt 4Brooklyn, NY 11231",Brooklyn
Douglas Elliman,Condo for sale,825000,2,2,1001,"234 W 148th St Apt 6ANew York, NY 10039",New York
Douglas Elliman,Co-op for sale,975000,2,1,2184.207862,"300 Riverside Dr Apt 8HNew York, NY 10025",New York
Douglas Elliman,Co-op for sale,640000,2,1,2184.207862,"85 First Ave Unit 7BNew York, NY 10003",New York
Douglas Elliman,Pending,1295000,2,2,2000,"130 W 26th St Apt 3New York, NY 10001",New York
Douglas Elliman,Co-op for sale,1295000,2,1,2184.207862,"156 Bank St Apt 1ANew York, NY 10014",New York
Douglas Elliman,Co-op for sale,799000,2,2,1043,"175 Adams St Apt 3GBrooklyn, NY 11201",Brooklyn
Douglas Elliman,Co-op for sale,380000,2,1,850,"1855 E 12th St Apt 5ABrooklyn, NY 11229",Brooklyn
Douglas Elliman,Co-op for sale,800000,2,1,900,"425 E 79th St Apt 7CNew York, NY 10075",New York
Douglas Elliman,Pending,729000,2,1,2184.207862,"193 Bleecker St Apt 12BNew York, NY 10012",New York
Douglas Elliman,Co-op for sale,1400000,2,2,2184.207862,"201 W 70th St Apt 8CNew York, NY 10023",New York
Douglas Elliman,Co-op for sale,675000,2,1,2184.207862,"35-15 78th St Unit 21Queens, NY 11372",Queens
Douglas Elliman,Co-op for sale,1649000,2,2,2184.207862,"165 W End Ave Apt 7NNew York, NY 10023",New York
Douglas Elliman,Co-op for sale,475000,2,1,975,"2260 Benson Ave Apt 1LBrooklyn, NY 11214",Kings County
Douglas Elliman,Pending,799000,2,2,850,"622 Madison St Unit TownhouseBrooklyn, NY 11221",Kings County
Douglas Elliman,Co-op for sale,349000,2,1,800,"773 Eastern Pkwy Apt 2ACrown Heights, NY 11213",Kings County
Douglas Elliman,Co-op for sale,349000,2,1,800,"773 Eastern Pkwy Apt 2ACrown Heights, NY 11213",Kings County
Douglas Elliman,House for sale,879000,2,1,1000,"1175 York Ave Apt 7BNew York, NY 10065",New York
Douglas Elliman,Co-op for sale,349000,2,1,900,"629 Kappock St Apt 4ABronx, NY 10463",Bronx County
Douglas Elliman,Co-op for sale,375000,2,2,1350,"4601 Henry Hudson Pkwy W Apt A8Bronx, NY 10471",Bronx County
Douglas Elliman,Co-op for sale,249000,2,1,900,"5550 Fieldston Rd Apt 9JBronx, NY 10471",Bronx County
Douglas Elliman,Condo for sale,585000,2,2,988,"3625 Oxford Ave Apt 2BBronx, NY 10463",Bronx County
Douglas Elliman,Co-op for sale,375000,2,2,1200,"3635 Johnson Ave Apt 3GBronx, NY 10463",Bronx County
Douglas Elliman,Condo for sale,1900000,2,2,1029,"150 Rivington St Apt 3GNew York, NY 10002",New York
Douglas Elliman,Co-op for sale,2250000,2,2,2184.207862,"825 Fifth Ave Unit 16DNew York, NY 10065",New York
Douglas Elliman,House for sale,999999,2,2,1198,"333 E 91st St Apt 10BNew York, NY 10128",New York
Douglas Elliman,House for sale,2150000,2,2,2184.207862,"300 E 40th St Apt 28BNew York, NY 10016",New York
Douglas Elliman,Condo for sale,1750000,2,2,1320,"199 Conover St Unit 2BBrooklyn, NY 11231",Brooklyn
Douglas Elliman,Co-op for sale,875000,2,2,2184.207862,"114 E 90th St Unit 1DNew York, NY 10128",New York
Douglas Elliman,Condo for sale,2225000,2,2,1420,"303 E 33rd St Apt 10ENew York, NY 10016",New York
Douglas Elliman,Condo for sale,2175000,2,2,1666,"243 W 60th St Apt 4ANew York, NY 10023",New York
Douglas Elliman,Condo for sale,6750000,2,2,2320,"15 Hudson Yards Apt 66BNew York, NY 10001",New York
Douglas Elliman,Condo for sale,899500,2,2,2184.207862,"157 W 126th St Unit 1BNew York, NY 10027",New York
Douglas Elliman,Condo for sale,3900000,2,2,1700,"641 Fifth Ave Unit 30FNew York, NY 10022",New York
Douglas Elliman,Co-op for sale,1799995,2,2,2184.207862,"207 E 74th St Unit 8MNew York, NY 10021",New York
Douglas Elliman,Co-op for sale,1250000,2,2,1350,"860 Fifth Ave Unit 7FNew York, NY 10065",New York
Douglas Elliman,Co-op for sale,2750000,2,2,2184.207862,"1 E 66th St Unit 2ANew York, NY 10065",New York
Douglas Elliman,Condo for sale,5000000,2,2,1780,"641 Fifth Ave Unit 42HNew York, NY 10022",New York
Douglas Elliman,Condo for sale,3595000,2,2,2184.207862,"15 W 61st St Apt 22BNew York, NY 10023",New York
Douglas Elliman,Condo for sale,1650000,2,2,1065,"200 E 94th St Apt 414New York, NY 10128",New York
Douglas Elliman,Condo for sale,1650000,2,2,1065,"200 E 94th St Apt 414New York, NY 10128",New York
Douglas Elliman,House for sale,16500000,2,2,5834,"245 W 18th StNew York, NY 10011",New York
Douglas Elliman,Co-op for sale,3395000,2,2,1800,"399 Washington St Fl 4New York, NY 10013",New York
Douglas Elliman,Condo for sale,1350000,2,2,1066,"460 Manhattan Ave Apt 2BBrooklyn, NY 11222",Brooklyn
Douglas Elliman,Condo for sale,3695000,2,2,1978,"160 W 66th St Apt 57CNew York, NY 10023",New York
Douglas Elliman,Co-op for sale,599000,2,2,2184.207862,"69-40 Yellowstone Blvd Unit 202Queens, NY 11375",Queens
Douglas Elliman,Condo for sale,2500000,2,2,1250,"350 W 42nd St Ph DNew York, NY 10036",New York
Douglas Elliman,Condo for sale,875000,2,1,922,"1437 Hancock St # BBrooklyn, NY 11237",Kings County
Douglas Elliman,Co-op for sale,1995000,2,2,1700,"10 W 66th St Apt 30DNew York, NY 10023",New York
Douglas Elliman,Co-op for sale,500000,2,2,2184.207862,"465 Park Ave Unit 34ENew York, NY 10022",New York
Douglas Elliman,Co-op for sale,1199000,2,2,1000,"52 E 78th St Unit 3CNew York, NY 10075",New York
Douglas Elliman,Co-op for sale,3300000,2,2,2184.207862,"6 E 68th St Apt 2New York, NY 10065",New York
Douglas Elliman,Condo for sale,659000,2,1,714,"39 Argyle Rd Apt 4BBrooklyn, NY 11218",Brooklyn
Douglas Elliman,Co-op for sale,3125000,2,2,1804,"121 Mercer St Fl 4New York, NY 10012",New York
Douglas Elliman,Co-op for sale,899000,2,1,2184.207862,"200 E 27th St Unit 8 /KNew York, NY 10016",New York
Douglas Elliman,Pending,1250000,2,2,2184.207862,"13 W 13th St Apt 1ASNew York, NY 10011",New York
Douglas Elliman,Co-op for sale,799000,2,2,1000,"325 E 41st St Apt 509New York, NY 10017",New York
Douglas Elliman,Condo for sale,925000,2,2,787,"1904 Harman St Apt 4AQueens, NY 11385",Queens
Douglas Elliman,Pending,825000,2,1,2184.207862,"33-11 73rd StJackson Heights, NY 11372",Queens
Douglas Elliman,Co-op for sale,360000,2,2,2184.207862,"211-35 23rd Ave Unit 5FBayside, NY 11360",Queens
Douglas Elliman,Co-op for sale,560000,2,2,2184.207862,"110-20 71 Ave Unit 330Forest Hills, NY 11375",Queens
Douglas Elliman,Condo for sale,495000,2,1,800,"83-71 116th St Unit 4EKew Gardens, NY 11418",Queens
Douglas Elliman,Co-op for sale,439900,2,1,1000,"97-37 63rd Rd Unit 4KRego Park, NY 11374",Queens
Douglas Elliman,Co-op for sale,325000,2,1,2184.207862,"67-12 Yellowstone Blvd Unit B1Forest Hills, NY 11375",Queens
Douglas Elliman,Pending,400000,2,1,2184.207862,"280 Dean St Apt 23Brooklyn, NY 11217",Brooklyn
Douglas Elliman,Pending,245000,2,1,2184.207862,"80-04 155th Ave Unit 207Howard Beach, NY 11414",Queens
Douglas Elliman,Co-op for sale,310000,2,1,675,"247-16A 76 Ave Unit 1FLBellerose, NY 11426",Queens
Douglas Elliman,Co-op for sale,299000,2,1,2184.207862,"193-15 37 Ave Unit 177Flushing, NY 11358",Queens
E Realty International Corp,Co-op for sale,325000,2,1,2184.207862,"99-30 59 Ave Unit L1Corona, NY 11368",Queens
E Realty International Corp,Co-op for sale,399000,2,1,1090,"88-11 Elmhurst Ave Unit A4Elmhurst, NY 11373",Queens
E Realty International Corp,Condo for sale,580000,2,2,950,"130-14 60th Ave Unit 2CFlushing, NY 11355",Queens
E Realty International Corp,Co-op for sale,378000,2,1,2184.207862,"150-10 Melbourne Ave Unit 368AFlushing, NY 11367",Queens
E Realty International Corp,Condo for sale,630000,2,2,2184.207862,"5-42 115th St Unit ACollege Point, NY 11356",Queens
