BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,MAIN_ADDRESS,SUBLOCALITY
Brown Harris Stevens,Co-op for sale,675000,1,1,2184.207862,"160 Ninth Ave Unit 1RManhattan, NY 10011",New York
Brown Harris Stevens,Co-op for sale,199900,1,1,2184.207862,"828 Gerard Ave Apt 5FBronx, NY 10451",Bronx County
Brown Harris Stevens,Co-op for sale,205000,1,1,2184.207862,"2750 Johnson Ave Apt 5CBronx, NY 10463",Bronx County
Brown Harris Stevens,Co-op for sale,140000,1,1,2184.207862,"828 Gerard Ave Apt 4GBronx, NY 10451",Bronx County
Brown Harris Stevens,Condo for sale,779000,1,1,638,"250 E 30th St Apt 6BManhattan, NY 10016",New York
Brown Harris Stevens,Co-op for sale,280000,1,1,1000,"8015 6th Ave Apt A1Brooklyn, NY 11209",Brooklyn
Brown Harris Stevens,Co-op for sale,439000,1,1,2184.207862,"212 E 84th St Apt 2CManhattan, NY 10028",New York
Brown Harris Stevens,Co-op for sale,192500,1,1,2184.207862,"555 Kappock St Apt 12FBronx, NY 10463",Bronx County
Brown Harris Stevens,Co-op for sale,385000,1,1,900,"2500 Johnson Ave Apt 12MBronx, NY 10463",Bronx County
Brown Harris Stevens,Condo for sale,995000,1,1,2184.207862,"305 Second Ave Unit 20Manhattan, NY 10003",New York
Brown Harris Stevens,Co-op for sale,239000,1,1,750,"3103 Fairfield Ave Apt 10JBronx, NY 10463",Bronx County
Brown Harris Stevens,Co-op for sale,479000,1,1,2184.207862,"335 W 85th St Apt 4AManhattan, NY 10024",New York
Brown Harris Stevens,Co-op for sale,800000,1,1,2184.207862,"9 Barrow St Apt 6GManhattan, NY 10014",New York
Brown Harris Stevens,Co-op for sale,565000,1,1,2184.207862,"107 W 70th St Apt 4FManhattan, NY 10023",New York
Brown Harris Stevens,Co-op for sale,399000,1,1,2184.207862,"445 E 86th St Apt 3JManhattan, NY 10028",New York
Brown Harris Stevens,Co-op for sale,329000,1,1,2184.207862,"187 Pinehurst Ave Apt 4IManhattan, NY 10033",New York
Brown Harris Stevens,Co-op for sale,205000,1,1,1000,"3475 Greystone Ave Apt 4CBronx, NY 10463",Bronx County
Brown Harris Stevens,Co-op for sale,160000,1,1,2184.207862,"5601 Riverdale Ave Apt 3SBronx, NY 10471",Bronx County
Brown Harris Stevens,Co-op for sale,629000,1,1,2184.207862,"504 W 111th St Apt 34Manhattan, NY 10025",New York
Brown Harris Stevens,Co-op for sale,599000,1,1,800,"568 Grand St Apt J102Manhattan, NY 10002",New York
Brown Harris Stevens,Co-op for sale,300000,1,1,2184.207862,"209 W 118th St Apt 2FManhattan, NY 10026",New York
Brown Harris Stevens,Condo for sale,1750000,1,1,937,"114 E 13th St Apt 3DManhattan, NY 10003",New York
Brown Harris Stevens,Co-op for sale,185000,1,1,2184.207862,"789 Macdonough St Apt 4GBrooklyn, NY 11233",Brooklyn
Brown Harris Stevens,Co-op for sale,385000,1,1,2184.207862,"8701 Shore Rd Apt 432Brooklyn, NY 11209",Brooklyn
Brown Harris Stevens,Pending,1250000,1,1,2184.207862,"17 W 10th St Apt 3NManhattan, NY 10011",New York
Brown Harris Stevens,Co-op for sale,595000,1,1,700,"425 E 51st St Apt 2GManhattan, NY 10022",New York
Brown Harris Stevens,Co-op for sale,675000,1,1,2184.207862,"1270 Fifth Ave Unit 12JManhattan, NY 10029",New York
Brown Harris Stevens,Co-op for sale,999000,1,1,2184.207862,"1010 Fifth Ave Unit 4BBManhattan, NY 10028",New York
Brown Harris Stevens,Co-op for sale,580000,1,1,712,"245 E 72nd St Apt 4EManhattan, NY 10021",New York
Brown Harris Stevens,Co-op for sale,935000,1,1,2184.207862,"781 Fifth Ave Unit 407Manhattan, NY 10022",New York
Brown Harris Stevens,Co-op for sale,935000,1,1,2184.207862,"781 Fifth Ave Unit 407Manhattan, NY 10022",New York
Brown Harris Stevens,Co-op for sale,775000,1,1,2184.207862,"401 W End Ave Unit 3EManhattan, NY 10024",New York
Brown Harris Stevens,Co-op for sale,849000,1,1,2184.207862,"263 W End Ave Apt 14CManhattan, NY 10023",New York
Brown Harris Stevens,Pending,375000,1,1,2184.207862,"162 E 2nd St Apt BManhattan, NY 10009",New York
Brown Harris Stevens,Pending,375000,1,1,2184.207862,"162 E 2nd St Apt BManhattan, NY 10009",New York
Brown Harris Stevens,Co-op for sale,775000,1,1,2184.207862,"401 W End Ave Unit 3EManhattan, NY 10024",New York
Brown Harris Stevens,Co-op for sale,250000,1,1,800,"6300 Riverdale Ave Apt 6CBronx, NY 10471",New York
Brown Harris Stevens,Co-op for sale,165000,1,1,750,"5614 Netherland Ave Apt 4BBronx, NY 10471",Bronx County
Brown Harris Stevens,Co-op for sale,165000,1,1,750,"5614 Netherland Ave Apt 4BBronx, NY 10471",Bronx County
Compass,Pending,499000,1,1,615,"265 W 131st St Apt 5Manhattan, NY 10027",New York
Compass,Co-op for sale,875000,1,1,2184.207862,"77 Bleecker St Apt 505Manhattan, NY 10012",New York
Compass,Co-op for sale,600000,1,1,715,"545 W 111th St Apt 2HManhattan, NY 10025",New York
Compass,Condo for sale,425000,1,1,603,"640 Ditmas Ave Apt 29Brooklyn, NY 11218",Brooklyn
Compass,Co-op for sale,209000,1,1,2184.207862,"200-18 17th Ave Unit 2-97Bayside, NY 11360",Brooklyn
Compass,Co-op for sale,695000,1,1,2184.207862,"205 W 54th St Apt 5DManhattan, NY 10019",New York
Compass,Co-op for sale,679000,1,1,2184.207862,"200 Cabrini Blvd Apt 117Manhattan, NY 10033",New York
Compass,Condo for sale,499000,1,1,630,"157 E 72nd St Apt 8IManhattan, NY 10021",New York
Compass,Condo for sale,725000,1,1,696,"190 Lefferts Pl Apt 5Brooklyn, NY 11238",Brooklyn
Compass,Co-op for sale,525000,1,1,715,"67 Park Ave Unit 8EManhattan, NY 10016",New York
Compass,Condo for sale,610000,1,1,673,"21 S End Ave Apt 435Manhattan, NY 10280",New York
Compass,Pending,420000,1,1,2184.207862,"18 E 63rd St Apt 9Manhattan, NY 10065",New York
Compass,Co-op for sale,349500,1,1,900,"111-39 76th Rd Unit F7Queens, NY 11375",Queens
Compass,Co-op for sale,850000,1,1,2184.207862,"32 Downing St Apt 2DManhattan, NY 10014",New York
Compass,Co-op for sale,310000,1,1,2184.207862,"5700 Arlington Ave Apt 2SBronx, NY 10471",Bronx County
Compass,Co-op for sale,525000,1,1,2184.207862,"1160 3rd Ave Apt 3DManhattan, NY 10065",New York
Compass,Co-op for sale,189990,1,1,2184.207862,"151-31 88th St Unit 2FHoward Beach, NY 11414",Queens
Compass,Condo for sale,795000,1,1,860,"350 E 62nd St Apt 3BManhattan, NY 10065",New York
Compass,Co-op for sale,359000,1,1,2184.207862,"229 E 81st St Unit GhManhattan, NY 10028",New York
Compass,Co-op for sale,875000,1,1,2184.207862,"15 W 72nd St Apt 5TManhattan, NY 10023",New York
Compass,Co-op for sale,575000,1,1,850,"118 E 60th St Apt 4BManhattan, NY 10022",New York
Compass,Co-op for sale,850000,1,1,2184.207862,"720 Greenwich St Apt 7KManhattan, NY 10014",New York
Compass,Co-op for sale,650000,1,1,2184.207862,"140 Cabrini Blvd Apt 82Manhattan, NY 10033",New York
Compass,Co-op for sale,265000,1,1,2184.207862,"1777 Madison Ave Apt 32Manhattan, NY 10035",New York
Compass,Co-op for sale,399000,1,1,2184.207862,"35-20 82nd St Unit 32BQueens, NY 11372",Queens
Compass,Pending,360000,1,1,2184.207862,"425 E 78th St Apt 1CManhattan, NY 10075",New York
Compass,Condo for sale,599000,1,1,626,"333 E 109th St Apt 2AManhattan, NY 10029",New York
Compass,Condo for sale,500000,1,1,720,"232 E 118th St Apt 5BManhattan, NY 10035",New York
Compass,Co-op for sale,350000,1,1,2184.207862,"340 Haven Ave Apt 6AManhattan, NY 10033",New York
Compass,Condo for sale,699000,1,1,616,"435 Tompkins Ave Unit 305Brooklyn, NY 11216",Brooklyn
Compass,Condo for sale,698000,1,1,2184.207862,"70 W 139th St Apt 8IManhattan, NY 10037",New York
Compass,Co-op for sale,230000,1,1,620,"255 W 108th St Apt 1FManhattan, NY 10025",New York
Compass,Condo for sale,845000,1,1,692,"510 E 80th St Apt 12DManhattan, NY 10075",New York
Compass,Pending,1099000,1,1,715,"2 Northside Piers Apt 6FBrooklyn, NY 11249",Brooklyn
Compass,Co-op for sale,995000,1,1,2184.207862,"250 W 22nd St Apt 4BManhattan, NY 10011",New York
Compass,Pending,420000,1,1,2184.207862,"18 E 63rd St Apt 9Manhattan, NY 10065",New York
Compass,Co-op for sale,545000,1,1,2184.207862,"28 W 87th St Apt 4AManhattan, NY 10024",New York
Compass,Condo for sale,1025000,1,1,787,"105 Norfolk St Apt 3AManhattan, NY 10002",New York
Compass,Co-op for sale,450000,1,1,2184.207862,"152 E 83rd St Apt 3DManhattan, NY 10028",New York
Compass,Condo for sale,595000,1,1,574,"26 W 127th St Unit GardenManhattan, NY 10027",New York
Compass,Condo for sale,750000,1,1,654,"129 Meserole St Apt 3BBrooklyn, NY 11206",Brooklyn
Compass,Condo for sale,649000,1,1,665,"145 W 129th St Apt 2Manhattan, NY 10027",New York
Compass,Co-op for sale,315000,1,1,2184.207862,"35-51 85th St Unit 6FQueens, NY 11372",Queens
Compass,Co-op for sale,635000,1,1,2184.207862,"305 W 86th St Unit 3CManhattan, NY 10024",New York
Compass,Co-op for sale,324000,1,1,2184.207862,"35-31 85th St Unit 7FQueens, NY 11372",Queens
Compass,Condo for sale,799000,1,1,2184.207862,"300 E 40th St Apt 30NManhattan, NY 10016",New York
Compass,Co-op for sale,399000,1,1,681,"138 71st St Apt A14Brooklyn, NY 11209",Brooklyn
Compass,Co-op for sale,560000,1,1,2184.207862,"320 E 42nd St Apt 3012Manhattan, NY 10017",New York
Compass,Co-op for sale,329000,1,1,2184.207862,"48-17 42nd St Unit 4BQueens, NY 11104",Queens
Compass,Co-op for sale,599000,1,1,2184.207862,"222 E 80th St Apt 3AManhattan, NY 10075",New York
Compass,Co-op for sale,555555,1,1,2184.207862,"622 W End Ave Apt 4EManhattan, NY 10024",New York
Compass,Co-op for sale,865000,1,1,2184.207862,"407 Park Ave S Apt 11DManhattan, NY 10016",New York
Compass,Co-op for sale,749000,1,1,2184.207862,"57 Thompson St Apt 2BManhattan, NY 10012",New York
Compass,Co-op for sale,399000,1,1,2184.207862,"34-41 85th St Unit 3UJackson Heights, NY 11372",Queens
Compass,Condo for sale,1100000,1,1,726,"88 Greenwich St Apt 2307Manhattan, NY 10006",New York
Compass,Co-op for sale,449500,1,1,2184.207862,"180 Thompson St Apt LdManhattan, NY 10012",New York
Compass,Condo for sale,2250000,1,1,2184.207862,"302 W 12th St Apt 7FManhattan, NY 10014",New York
Compass,Co-op for sale,459000,1,1,2184.207862,"88 Brooklyn Ave Apt A3Brooklyn, NY 11216",Brooklyn
Compass,Co-op for sale,865000,1,1,2184.207862,"407 Park Ave S Apt 11DManhattan, NY 10016",New York
Compass,Condo for sale,990000,1,1,791,"240 Riverside Blvd Apt 14NManhattan, NY 10069",New York
Compass,Condo for sale,848880,1,1,713,"11 E 36th St Ste 404Manhattan, NY 10016",New York
Compass,Condo for sale,990000,1,1,791,"240 Riverside Blvd Apt 14NManhattan, NY 10069",New York
Compass,Co-op for sale,125000,1,1,728,"2191 Bolton St Apt 5DBronx, NY 10462",Bronx County
Compass,Condo for sale,799000,1,1,2184.207862,"300 E 40th St Apt 30NManhattan, NY 10016",New York
Compass,Co-op for sale,499000,1,1,800,"150 Hawthorne St Apt 5DBrooklyn, NY 11225",Brooklyn
Compass,Condo for sale,1750000,1,1,2184.207862,"502 Park Ave Apt 12KManhattan, NY 10022",New York
Compass,Co-op for sale,735000,1,1,800,"205 W 95th St Apt 3BManhattan, NY 10025",New York
Compass,Co-op for sale,800000,1,1,2184.207862,"324 E 41st St Unit 1101CManhattan, NY 10017",New York
Compass,Pending,749000,1,1,2184.207862,"88 Charles St Apt 3DManhattan, NY 10014",New York
Compass,Co-op for sale,420000,1,1,2184.207862,"311 E 25th St Apt 6GManhattan, NY 10010",New York
Compass,Co-op for sale,599000,1,1,755,"452 W 50th St Apt 4WManhattan, NY 10019",New York
Compass,Co-op for sale,715000,1,1,2184.207862,"54 W 16th St Apt 9GManhattan, NY 10011",New York
Compass,Co-op for sale,580000,1,1,2184.207862,"305 W 55th St Apt 2AManhattan, NY 10019",New York
Compass,Condo for sale,425000,1,1,603,"640 Ditmas Ave Apt 29Brooklyn, NY 11218",Brooklyn
Compass,Pending,435000,1,1,2184.207862,"155 Hicks St Unit 5ABrooklyn, NY 11201",Brooklyn
Compass,Co-op for sale,410000,1,1,2184.207862,"255 W 108th St Apt 2EManhattan, NY 10025",New York
Compass,Condo for sale,460000,1,1,518,"2654 E 18th St Unit 2DBrooklyn, NY 11235",Brooklyn
Compass,Co-op for sale,539000,1,1,2184.207862,"385 E 18th St Apt 6JBrooklyn, NY 11226",Brooklyn
Compass,Co-op for sale,650000,1,1,2184.207862,"165 E 60th St Apt 5CManhattan, NY 10022",New York
Century Homes Realty Group Llc,Co-op for sale,259000,1,1,2184.207862,"37-30 73 St Unit 1HJackson Heights, NY 11372",Queens
Century Homes Realty Group Llc,Condo for sale,418000,1,1,684,"120-17 Cove Ct Unit 91BCollege Point, NY 11356",Queens
Century Homes Realty Group Llc,Co-op for sale,385000,1,1,2184.207862,"35-40 82nd St Unit 2AJackson Heights, NY 11372",Queens
Coldwell Banker American Homes,Co-op for sale,230000,1,1,2184.207862,"43-25 Douglaston Pkwy Unit 6DDouglaston, NY 11363",Queens
Coldwell Banker American Homes,Pending,250000,1,1,2184.207862,"18 Brighton 8thBrighton Beach, NY 11235",Kings County
Coldwell Banker American Homes,Co-op for sale,165000,1,1,2184.207862,"1141 McBride St Apt 4AFar Rockaway, NY 11691",Queens
Coldwell Banker American Homes,Co-op for sale,249000,1,1,750,"99-60 63rd Rd Unit 9PRego Park, NY 11374",Queens
Coldwell Banker American Homes,Co-op for sale,199000,1,1,2184.207862,"150-14 Village Rd Unit 93GCJamaica, NY 11432",Queens
Coldwell Banker American Homes,Co-op for sale,225000,1,1,2184.207862,"160-30 Cross Island Pkwy Unit 619Whitestone, NY 11357",Queens
Coldwell Banker American Homes,Co-op for sale,230000,1,1,2184.207862,"43-25 Douglaston Pkwy Unit 6DDouglaston, NY 11363",Queens
Compass,Co-op for sale,185000,1,1,850,"3123 Bailey Ave Unit ABronx, NY 10463",Bronx County
Corcoran Brooklyn Heights,Co-op for sale,750000,1,1,2184.207862,"200 Congress St Apt 5DBrooklyn, NY 11201",Brooklyn
Corcoran Brooklyn Heights,Co-op for sale,699000,1,1,2184.207862,"114 Remsen St Apt ABrooklyn, NY 11201",Kings County
Corcoran Brooklyn Heights,Condo for sale,750000,1,1,943,"1 Tiffany Pl Apt 3NBrooklyn, NY 11231",Brooklyn
Corcoran Brooklyn Heights,Co-op for sale,370000,1,1,2184.207862,"100 Remsen St Apt 3FBrooklyn, NY 11201",Brooklyn
Corcoran Brooklyn Heights,Co-op for sale,410000,1,1,2184.207862,"8701 Shore Rd Apt 435Brooklyn, NY 11209",Brooklyn
Corcoran Brooklyn Heights,Pending,529900,1,1,630,"175 Adams St Apt 10EBrooklyn, NY 11201",Brooklyn
Corcoran Chelsea/Flatiron,Co-op for sale,875000,1,1,2184.207862,"225 W 25th St Apt 3FNew York, NY 10001",New York
Corcoran Chelsea/Flatiron,Co-op for sale,595000,1,1,2184.207862,"160 Cabrini Blvd Apt 73New York, NY 10033",New York
Corcoran Chelsea/Flatiron,Condo for sale,850000,1,1,626,"158 India St Apt 3Brooklyn, NY 11222",Brooklyn
Corcoran Chelsea/Flatiron,Co-op for sale,585000,1,1,2184.207862,"900 W 190th St Apt 14SNew York, NY 10040",New York
Corcoran Chelsea/Flatiron,Co-op for sale,585000,1,1,2184.207862,"900 W 190th St Apt 14SNew York, NY 10040",New York
Corcoran Chelsea/Flatiron,Co-op for sale,365000,1,1,2184.207862,"175 Rivington St Apt 1ANew York, NY 10002",New York
Corcoran Chelsea/Flatiron,Co-op for sale,699000,1,1,700,"12 W 72nd St Apt 7HNew York, NY 10023",New York
Corcoran Chelsea/Flatiron,Co-op for sale,649000,1,1,687,"400 E 56th St Apt 25KNew York, NY 10022",New York
Corcoran Chelsea/Flatiron,Condo for sale,1195000,1,1,600,"222 W 14th St Apt 10ANew York, NY 10011",New York
Corcoran Chelsea/Flatiron,Co-op for sale,385000,1,1,2184.207862,"870 W 181st St Apt 4New York, NY 10033",New York
Corcoran Chelsea/Flatiron,Co-op for sale,699000,1,1,700,"12 W 72nd St Apt 7HNew York, NY 10023",New York
Corcoran East Side,Co-op for sale,550000,1,1,2184.207862,"609 Columbus Ave Apt 10INew York, NY 10024",New York
Corcoran East Side,Co-op for sale,1550000,1,1,2184.207862,"2 Fifth Ave Apt 3FNew York, NY 10011",New York
Corcoran East Side,Multi-family home for sale,750000,1,1,630,"504 W 110th St Apt 9CNew York, NY 10025",New York
Corcoran East Side,Co-op for sale,1150000,1,1,2184.207862,"50 Central Park W Apt 10DNew York, NY 10023",New York
Corcoran East Side,Co-op for sale,614000,1,1,2184.207862,"609 Columbus Ave Apt 14KNew York, NY 10024",New York
Corcoran East Side,Co-op for sale,885000,1,1,2184.207862,"225 E 57th St Apt 11MNew York, NY 10022",New York
Corcoran East Side,Co-op for sale,539000,1,1,2184.207862,"420 E 55th St Apt 6LNew York, NY 10022",New York
Corcoran East Side,Co-op for sale,899000,1,1,2184.207862,"300 E 54th St Apt 34ANew York, NY 10022",New York
Corcoran East Side,Co-op for sale,1650000,1,1,2184.207862,"170 E 78th St Apt 3CNew York, NY 10075",New York
Corcoran East Side,Co-op for sale,845000,1,1,2184.207862,"17 W 54th St Apt 3CNew York, NY 10019",New York
Corcoran East Side,Co-op for sale,845000,1,1,2184.207862,"17 W 54th St Apt 3CNew York, NY 10019",New York
Corcoran East Side,Co-op for sale,1275000,1,1,1000,"521 W 47th St Apt 2BNew York, NY 10036",New York
Corcoran Park Avenue South,Condo for sale,1995000,1,1,826,"28 E 10th St Apt 1KNew York, NY 10003",Manhattan
Corcoran Park Avenue South,Pending,625000,1,1,2184.207862,"281 W 11th St Apt 4ANew York, NY 10014",New York
Corcoran Park Avenue South,Co-op for sale,475000,1,1,750,"100 Remsen St Apt 8KBrooklyn, NY 11201",Brooklyn
Corcoran Park Avenue South,Co-op for sale,815000,1,1,630,"33 E 22nd St Apt 4FNew York, NY 10010",New York
Corcoran Park Avenue South,Co-op for sale,438000,1,1,2184.207862,"162 E 2nd St Apt 1ANew York, NY 10009",New York
Corcoran Park Avenue South,Condo for sale,729000,1,1,550,"200 E 58th St Apt 14CNew York, NY 10022",New York
Corcoran Park Avenue South,Condo for sale,595000,1,1,750,"189 Avenue C Apt 9DNew York, NY 10009",New York
Corcoran Park Avenue South,Co-op for sale,925000,1,1,1000,"235 E 73rd St # 4BNew York, NY 10021",New York
Corcoran Park Avenue South,Co-op for sale,438000,1,1,2184.207862,"162 E 2nd St Apt 1ANew York, NY 10009",New York
Corcoran Park Slope,Co-op for sale,635000,1,1,2184.207862,"673 Vanderbilt Ave Apt 1CBrooklyn, NY 11238",Brooklyn
Corcoran Park Slope,Pending,399000,1,1,775,"7101 Shore Rd Apt 3DBrooklyn, NY 11209",Brooklyn
Corcoran Park Slope,Co-op for sale,400000,1,1,2184.207862,"21-55 34th Ave Apt 15BQueens, NY 11106",Queens
Corcoran Park Slope,Condo for sale,1165000,1,1,815,"338 Berry St Apt 4EBrooklyn, NY 11249",Brooklyn
Corcoran Soho,Co-op for sale,799000,1,1,2184.207862,"430 W 34th St Apt 12HNew York, NY 10001",New York
Corcoran Soho,Co-op for sale,679000,1,1,2184.207862,"319 E 50th St Apt 9ENew York, NY 10022",New York
Corcoran Soho,Co-op for sale,565000,1,1,2184.207862,"78 8th Ave Apt 2KBrooklyn, NY 11215",Brooklyn
Corcoran Soho,Co-op for sale,749000,1,1,2184.207862,"170 E 92nd St # 4CDNew York, NY 10128",New York
Corcoran Soho,Pending,350000,1,1,2184.207862,"2088 Madison Ave Apt 1ANew York, NY 10037",New York
Corcoran West Side,Co-op for sale,530000,1,1,2184.207862,"16 Park Ave # 8CNew York, NY 10016",New York
Corcoran West Side,Co-op for sale,995000,1,1,2184.207862,"230 Central Park W Apt 3KNew York, NY 10024",New York
Corcoran West Side,Co-op for sale,385000,1,1,2184.207862,"116 Pinehurst Ave Apt B52New York, NY 10033",New York
Corcoran West Side,Co-op for sale,445000,1,1,2184.207862,"25 Tudor City Pl Apt 419New York, NY 10017",New York
Corcoran West Side,Co-op for sale,475000,1,1,615,"520 E 90th St Apt 1LNew York, NY 10128",New York
Corcoran Westside Columbus,Co-op for sale,245000,1,1,863,"3245 Perry Ave Apt 6CBronx, NY 10467",Bronx County
Corcoran Westside Columbus,Condo for sale,995000,1,1,971,"856 Washington Ave Apt 6CBrooklyn, NY 11238",Brooklyn
Corcoran Westside Columbus,Condo for sale,1850000,1,1,703,"25 Fifth Ave Apt 5GNew York, NY 10003",New York
Corcoran Westside Columbus,Co-op for sale,220000,1,1,900,"3000 Valentine Ave Apt 5FBronx, NY 10458",Bronx County
Corcoran Westside Columbus,Co-op for sale,650000,1,1,800,"500 E 83rd St Apt 18ANew York, NY 10028",New York
Corcoran Westside Columbus,Condo for sale,995000,1,1,971,"856 Washington Ave Apt 6CBrooklyn, NY 11238",Brooklyn
Corcoran Westside Columbus,Condo for sale,995000,1,1,971,"856 Washington Ave Apt 6CBrooklyn, NY 11238",Brooklyn
Douglas Elliman,Condo for sale,559000,1,1,679,"161 E 110th St Apt 6GNew York, NY 10029",Manhattan
Douglas Elliman,Pending,700000,1,1,500,"23 Waverly Pl # TNew York, NY 10003",New York
Douglas Elliman,Pending,950000,1,1,2184.207862,"82 Charles St Apt 5RNew York, NY 10014",New York
Douglas Elliman,Co-op for sale,595000,1,1,2184.207862,"317 E 3rd St Apt 4New York, NY 10009",New York
Douglas Elliman,Co-op for sale,600000,1,1,750,"210 W 103rd St Apt 5FNew York, NY 10025",New York
Douglas Elliman,Co-op for sale,600000,1,1,750,"210 W 103rd St Apt 5FNew York, NY 10025",New York
Douglas Elliman,Co-op for sale,285000,1,1,2184.207862,"5800 Arlington Ave Apt 20DBronx, NY 10471",Bronx County
Douglas Elliman,Co-op for sale,535000,1,1,750,"192 E 8th St Apt 1CBrooklyn, NY 11218",Brooklyn
Douglas Elliman,Co-op for sale,259000,1,1,750,"3500 Snyder Ave Apt 5NBrooklyn, NY 11203",Brooklyn
Douglas Elliman,Co-op for sale,299000,1,1,2184.207862,"318 W 36th St Apt 3ANew York, NY 10018",New York
Douglas Elliman,Co-op for sale,1399000,1,1,2184.207862,"100 Riverside Dr Unit 19DNew York, NY 10024",New York
Douglas Elliman,Co-op for sale,699000,1,1,2184.207862,"235 W 70th St Apt 3ENew York, NY 10023",New York
Douglas Elliman,Co-op for sale,475000,1,1,2184.207862,"44 W 96th St Apt 5ANew York, NY 10025",New York
Douglas Elliman,Co-op for sale,699000,1,1,600,"170 W 74th St Apt 607New York, NY 10023",New York
Douglas Elliman,Pending,1295000,1,1,2184.207862,"55 Central Park W Apt 12BNew York, NY 10023",New York
Douglas Elliman,Pending,110000,1,1,650,"6535 Broadway Apt 3GBronx, NY 10471",Bronx County
Douglas Elliman,Co-op for sale,250000,1,1,800,"1250 Ocean Pkwy Apt 3JBrooklyn, NY 11230",Brooklyn
Douglas Elliman,Pending,595000,1,1,2184.207862,"210 Sixth Ave Unit 1GNew York, NY 10014",New York
Douglas Elliman,Co-op for sale,825000,1,1,750,"132 E 35th St Unit 10LNew York, NY 10016",New York
Douglas Elliman,Co-op for sale,750000,1,1,835,"333 E 66th St Apt 8ENew York, NY 10065",New York
Douglas Elliman,Co-op for sale,699000,1,1,2184.207862,"205 E 10th St Apt 4DNew York, NY 10003",New York
Douglas Elliman,Co-op for sale,495000,1,1,2184.207862,"27 E 65th St Apt 2ENew York, NY 10065",New York
Douglas Elliman,Co-op for sale,425000,1,1,2184.207862,"333 E 66th St Apt 9RNew York, NY 10065",New York
Douglas Elliman,Co-op for sale,300000,1,1,2184.207862,"315 E 77th St Apt 4DNew York, NY 10075",New York
Douglas Elliman,Co-op for sale,689000,1,1,1000,"415 E 52nd St Apt 9ABNew York, NY 10022",New York
Douglas Elliman,Co-op for sale,595000,1,1,2184.207862,"1199 Park Ave Apt 6JNew York, NY 10128",Manhattan
Douglas Elliman,Condo for sale,750000,1,1,592,"250 Manhattan Ave Unit 3RBrooklyn, NY 11211",Brooklyn
Douglas Elliman,Co-op for sale,1150000,1,1,984,"40 Remsen St Apt 4Brooklyn, NY 11201",Brooklyn
Douglas Elliman,Co-op for sale,495000,1,1,2184.207862,"54 E 1st St Apt 2CNew York, NY 10003",New York
Douglas Elliman,Co-op for sale,565000,1,1,2184.207862,"433 E 56th St Apt 8ENew York, NY 10022",New York
Douglas Elliman,Co-op for sale,1275000,1,1,2184.207862,"427 W 21st St Unit GardenNew York, NY 10011",New York
Douglas Elliman,Pending,1495000,1,1,814,"9 Dekalb Ave Unit 55DBrooklyn, NY 11201",Brooklyn
Douglas Elliman,House for sale,950000,1,1,2184.207862,"310 E 46th St Apt 17HNew York, NY 10017",New York
Douglas Elliman,Condo for sale,760000,1,1,700,"404 E 66th St Apt 4NNew York, NY 10065",New York
Douglas Elliman,Co-op for sale,550000,1,1,2184.207862,"225 E 74th St Apt 5MNew York, NY 10021",New York
Douglas Elliman,House for sale,680000,1,1,2184.207862,"200 E 90th St Apt 20DNew York, NY 10128",New York
Douglas Elliman,Co-op for sale,270000,1,1,2184.207862,"2155 82nd St Apt 5OBrooklyn, NY 11214",Brooklyn
Douglas Elliman,Condo for sale,995000,1,1,2184.207862,"382 Central Park W Apt 18LNew York, NY 10025",New York
Douglas Elliman,Co-op for sale,297000,1,1,2184.207862,"261 Bay 19th St Unit BBrooklyn, NY 11214",Kings County
Douglas Elliman,Co-op for sale,259000,1,1,2184.207862,"72-81 113 St Unit 6KForest Hills, NY 11375",Queens
Douglas Elliman,Co-op for sale,205900,1,1,750,"125-10 Queens Blvd Unit 821Kew Gardens, NY 11415",Bronx County
Douglas Elliman,Co-op for sale,199999,1,1,2184.207862,"209-10 41st Ave Unit 1FBayside, NY 11361",Queens
Douglas Elliman,Co-op for sale,395250,1,1,650,"31-85 Crescent St Unit 410Astoria, NY 11106",Queens
Douglas Elliman,Co-op for sale,299000,1,1,800,"92-30 56th Ave Unit 3GElmhurst, NY 11373",Queens
Douglas Elliman,Co-op for sale,259000,1,1,2184.207862,"89-20 55 Ave Unit 1LElmhurst, NY 11373",Queens
Douglas Elliman,Pending,399000,1,1,2184.207862,"6939A Park Dr E Unit AKew Garden Hills, NY 11367",Queens
Douglas Elliman,Condo for sale,880000,1,1,713,"44-15 Purves St Unit 14BQueens, NY 11101",Queens
Douglas Elliman,Co-op for sale,169999,1,1,2184.207862,"153-25 88th St Unit 2FHoward Beach, NY 11414",Queens
E Realty International Corp,Condo for sale,499000,1,1,750,"63-14 Queens Blvd Unit 5JWoodside, NY 11377",Queens
E Realty International Corp,Condo for sale,478900,1,1,554,"65-18 Austin St Unit 2CRego Park, NY 11374",Queens
E Realty International Corp,Condo for sale,600000,1,1,830,"132-35 Sanford Ave Unit LdFlushing, NY 11355",Queens
E Realty International Corp,Condo for sale,409000,1,1,559,"132-18 Avery Ave Unit 3DFlushing, NY 11355",Queens
E Realty International Corp,Condo for sale,598000,1,1,663,"132-36 Pople Ave Unit 3EFlushing, NY 11355",Queens
E Realty International Corp,Co-op for sale,289000,1,1,2184.207862,"97-40 62nd Dr Unit 11CRego Park, NY 11374",Queens
